NI;CI;EDAD;SEXO;PALABRAS
54;1;12;2;monterrey, edificio, carro, pavimento, persona, tienda, dinero, ropa, física, galería, deporte, universidad, oportunidad, beca, salud, entretenimiento, exceso, fiesta, clase-social, hotel, vacación, grande, parque, mar, estatuas, monumento, contaminación, departamento
54;2;12;2;médico, maestra, ingeniero, artista, deportista, secretaria, gerente, vendedor, bombero, químico, físico, matemático, abogado, licenciada, bombero, chef, administrador-empresa, barrendero, biólogo
54;4;12;2;médico, ingeniero, jefe, directivo, dueña, licenciada, abogada, empresaria, diseño-moda.
54;3;12;2;mi-casa, grande, lujosa, espaciosa, blanca, ventanal, candelabro, cochera, camioneta, vidrio, no-para-niños, futurista, segura, bonita, agradable, peluche, patio, jardín, alberca, tina, pantalla, luz, madera, pasillo, estudio.
54;5;12;2; voleibol, bailar, correr, salir, conocer, correr, salir, visitar, viajar, ver, comer, fiesta, reunión, gimnasio, entrenar, jugar.
54;6;12;2;alto, güero, menos-enojón, risueño, alegre, poco-conversador, poco-responsable, olvidadizo, dedicado, apasionado, criticón, observador, tranquilo, artístico, inteligente, tranquilo.
55;1;12;2;edificio, carro, empresa, oficina, calle, bulevar, avenida, plaza-comercial, semáforo, tránsito, camión, supermercado, metrópoli, periódico, casa, fraccionamiento, zona, arquitectura, tienda, taller, parquímetro, señalamiento, letrero, autopeaje, policía, guardia, plaza-mayor, parque, estación, parada, autobús.
55;2;12;2;neurólogo, doctor, policía, empresario, químico, economista, veterinaria, cirujana, biólogo, militar, enfermero, educador, fotógrafa, diseñador, abogado, juez, eléctrico, ingeniero, licenciado, pediatra, gastronomía, internista, locutor, actor, músico, dentista, matemático, comerciante, psicólogo, oncólogo.
55;4;12;2; cocinera, ayudante, secretaria, maestra, cirujana, neuróloga, psicóloga, mesera, escritora, ingeniera, madre, investigadora.
55;3;12;2;grande, rosa, bonita, amplia, techada, rectangular, baños, cocina, dos-pisos, patio, jardín, ventanal, recámaras, estudio, mesa, silla, televisores, fachada-buena, material-bueno, azulejo, iluminación, escaleras, lavandería, cochera, fraccionamiento, llave, plaza-verde.
55;5;12;2;leer, jugar, navegar-en-línea, caminar, correr, comer, ver-televisión, recoger, escribir, ordenar, organizar, pasear, cocinar, cantar, escuchar-música, tomar-fotos, ver-video, orar, dibujar, colorear, crear, imaginar, tocar-música, bailar, practicar, dormir, salir, ir-cine, compras, explicar, silbar, observar.
55;6;12;2;tímido, alto, inteligente, capaz, tranquilo, respetuoso, callado, responsable, poco-maduro, dedicado, atento, perfeccionista, comprensivo, ayudante, serio, veraz, sencillo.
56;1;12;2; playa, turismo, atracción, monterrey, cdmx, viaje, diversión, museo, historia, conocimiento, nueva-york, oaxaca, cancún, sol, frío, calor, edificio, entrenamiento.
56;2;12;2; doctor, maestro, arquitecto, abogado, ingeniero, médico, bombero, policía, soldado, fisioterapeuta, licenciado, psicólogo, biólogo-marino, veterinario, farmacobiólogo, escritor, poeta, futbolista, basquetbolista, diseñadora, chef, artista, actriz, actor.
56;4;12;2;fisioterapia, basquetbolista.
56;3;12;2; grande, en-ciudad, moderna, bonita, blanca, segura, con-calidad, fría, jardín, árbol, planta, compañía, sin-calor, estilo
56;5;12;2; basquetbol, ver-tele, plantar-árbol, estar-familia, manualidad, cocinar, caminar, ir-súper, compras, leer.
56;6;12;2;serio, divertido, deportista, participativo.
57;1;12;2;edificio, carro, contaminación, persona, familia, casa, poca-fauna, basura, automóvil, escuela, hospital, súpermercado, clima, calle, puente, semáforo, plaza-comercial, nueva-york, tienda, colonia, residencia, niño, adulto, parque, transporte-público, uber, poca-flora.
57;2;12;2;abogado, ingeniero, doctor, bombero, maestro, policía, astronauta, biólogo, físico-matemático, químico, contador, médico, enfermero, estilista, actor, atleta, comercio-internacional, profesor, veterinario, comerciante, ingeniero-civil, cirujano.
57;4;12;2;cirujano-cardiotorácico, ministerio-público, director-secretaría, juez, magistrada, neurocirujana, directora-jurídica, dueña-empresa, magistrada-federal, dueña-hospital.
57;3;12;2;varios-pisos, puerta, ventana, de-cemento, patio, alberca, palapa, escalera, mascota, mueble, cuarto, baños, televisiones, cochera, carros, aparato-electrónico, bocina, jacuzzi, electricidad, gas, bóiler, oficina, cocina, sala, comedor, balcón, mesa-billar, futbolito, mesa-hockey, familia
57;5;12;2;leer, estudiar, gimnasia, caminar, correr, pasear-perro, nadar, ayudar-necesitados, asistir-asilo, tiempo-hijos, familia, amigo, desayunar-mejor-amigo, comida-migrantes, visitar-hospital, caminar-montaña, ayudar-huérfanos, dar-asesoría, platicar-mamá, platicar-papá.
57;6;12;2;alegre, honesto, honrado, sentimental, sonriente, positivo, optimista, comprensivo, empático, político, enojón, cooperador, respetuoso, considerado, amable, ambicioso, luchador, creativo, divertido, serio, inteligente.
58;1;12;1;centro, mercería, capilla, abarrotería, museo, teatro, centro-comercial, colonia, parque, escuela, palacio-gobierno, catedral, súpermercado, forrajera, veterinaria, centro-ecuestre, tienda-música, papelería, calle, edificio, hospital, carnicería.
58;2;12;1;ingeniero-sistemas, laudero, productor-musical, diseñador-gráfico, banquero, presidente, gobernador, diputado, dibujante, músico, bajista, profesor, piloto, chofer, paramédico, doctor, enfermero, técnico, constructor, policía, capitán, estudiante, contador, matricero
58;4;12;1;laudero, músico, productor, ingeniero-audio, jinete, ingeniero-sistemas, profesor, físicoquímico, director, bajista-independiente, famoso, concertista
58;3;12;1;espaciosa, dos-plantas, lindo-mueble, cuarto-música, estudio-grabación, piscina, amplio-patio, lámpara, microondas, horno, refrigerador, baños, cama, closet, ropa, sartén, utensilio, lavadora, secadora, cuarto-herramienta, boiler, tinaco, ventana, techo, escalera, edredón, silla, escritorio, televisión, computadora, tocador, cuarto-acústico.
58;5;12;1;construir-casa, fabricar-mecanismo, estudiar-guitarra-barroca, montar, jinetear-toro, grabar-disco, estudiar-italia, domar-potrillo, forjar-utensilio-campo, usar-arado, ensayar-banda.
58;6;12;1;tamaño-promedio, risueño, alegre, cristiano, hijo-único, mucho-lunar, carlitos, rápido, gusta-música, gusta-caballo, gusta-música-clásica, ingenioso, creativo, optimista, gusta-leer.
59;1;12;1;toronto, monterrey, piedras-negras, los-ángeles.
59;2;12;1;contabilidad, gastronomía, filosofía, arquitectura, turismo, ingeniería.
59;4;12;1;operador, contador, chef, profesor-filosofía.
59;3;12;1;cómoda, cálida, verde, vegetación, mueble-suficiente, gran patio, árbol, alejado-sociedad.
59;5;12;1;componer-música, crear-libros-mis-pensamientos, leer, cocinar, reflexionar, pasear, descubrir-música.
59;6;12;1;no-tengo-humor, gustos-musicales-únicos, veo-mundo-diferente-manera.
60;1;12;1;auto, golpe, casa, fuego, pelea, arma, bala.
60;2;12;1;mecánico, doctor, maestra, cocinera, cantante, albañil.
60;4;12;1;taxista, camionero, probador-tobogán, mecánico, albañil.
60;3;12;1;puerta-grande, perico, videojuegos, cocina, televisión-gigante, simple.
60;5;12;1;jugar, videojuegos, gritar.
60;6;12;1;divertido, flojo, lento.
61;1;12;2;saltillo, amor, edificio, árbol, centro, camión, escuela, empresa, parque, persona, delincuencia, robo.
61;2;12;2;criminalística, criminología, psicología, música, directora-cine, teatro, ingeniero-sistema, idiomas, maestro, matemática, biología, biólogo, cocina, bioquímica, física, psiquiatra, veterinaria, empresaria, diseño-gráfico.
61;4;12;2;criminóloga, forense, bar-rock-propio, maestra-música.
61;3;12;2;grande, europa, rusia, luz-roja, rojo, animal, pintura, póster-doquier, piscina, instrumento-musical.
61;5;12;2;música, ejercicio, trabajo-bar.
61;6;12;2;normal, buen-gusto, relajado, tranquilo, mente-abierta.
62;1;12;1;méxico, estados-unidos, brasil, barcelona, portugal, rusia, canadá.
62;2;12;1;arquitecto, albañil, secretaria, ingeniero, doctor, pediatra, veterinario, dentista, cirujano, maestro, intendente, policía, diseñador.
62;4;12;1;ingeniero, secretario, albañil, dentista, maestro.
62;3;12;1;grande, amplia, estados-unidos, cuarto, espejo, piscina, cancha, carros.
62;5;12;1;dormir, televisión, cocinar, pasear, comer, beber.
62;6;12;1;alegre, odioso, amoroso, gruñón, amigable, responsable, loco, dormilón
63;1;12;1;puente, carro, lámpara, pavimentación, oxo, gasolinera, centro-recreativo, plaza, campo-futbol, camión, semáforo, publicidad, camioneta, avión, edificio, departamento, hospital, escuela, tienda, carro, centro-comercial, walmart, vegetación, perro, persona.
63;2;12;1;maestro, criminólogo, petroquímico, psicólogo, doctorado, nutrición, ingeniero, piloto, empresario, vendedor, contador, doctor, enfermero, actor.
63;4;12;1;maestro, psicólogo, criminólogo, piloto, petroquímico, ingeniero-automovilista, buen-padre, buen-esposo, buen-hijo, buen-hermano, doctorado, cirujano, oficial.
63;3;12;1;pasto, tecnología, pantalla, blanca, piscina, árbol, cuarto-película, garage, área-aves, sótano, luz-led, bocina, asistente-google, cocina, oficina, setup, área-hijos, sala, comedor, bodega-despensa, lavadora, secadora, alberca, jacuzi, área-gamer.
63;5;12;1;mejor-papá, mejor-esposo, mejor-hermano, mejor-hijo, jugar-videojuegos, jugar-hijos, ver-película, manejar-toda-velocidad, correr-circuito, escuchar-música, leer, futbol, ejercicio, salir-esposa, salir-hijos, disfrutar-vida.
63;6;12;1;salir-adelante, veo-familia, daría-todo-hijos, desmadroso, criticón, agresivo, siempre-quiero-más, ordeno-gasto, no-desesperado, lector, recoger.
64;1;12;2;carro, edificio, casa, persona, escuela, perro, árbol, calle, carretera, insecto, animal, baqueta.
64;2;12;2;bombero, policía, doctor, enfermero arquitecto, licenciado, contador, chef, mesero, cajero, diseñadora, química, bióloga-marina, abogado, juez, actriz, cantante.
64;4;12;2;diseñadora, chef, bailarina, doctora, licenciada, abogada.
64;3;12;2;grande, elegante, dos-pisos, alberca, jacuzi, jardín, color-nuez, ladrillo, mueble-elegante.
64;5;12;2;descansar, pasear, comer-familia, fiesta, cuidar-hijos, limpiar, platicar, cocinar, bailar.
64;6;12;2;chaparro, bonito, güero, ojo-café, pelo-corto, enojón, alegre, amable, buena-persona, risueño, serio, platicador, desordenado.
65;1;12;2;carro, persona, edificio, calle, niño, árbol, casa, fábrica, sociedad, limpieza, escuela, hospital, policía, semáforo, centro, iglesia, mercado, puente, trabajo.
65;2;12;2;maestro, policía, bombero, ingeniero, taxista, doctor, mecánico, cirujano, camionero, cajera, enfermera, perito, albañil, operario, limpieza, barrendero, soldado, inspector, jardinero.
65;4;12;2;economía, arquitectura, enfermería, maestra.
65;3;12;2;grande, bonito, alberca, café, blanca, perro, cuarto, jardín, árbol, ayudante, flor, alto.
65;5;12;2;viajar, comer, familia, comprar, disfrutar, vacación, visitar familia, deporte, bailar, amigo.
65;6;12;2;alto, chino, risueño, flojo.
66;1;12;2;carro, vía-férrea, persona, semáforo, puente, mercado, túnel, edificio, casa, centro-comercial, escuela, palapa, salón, museo, oficina, residencia, parque, tienda, súpermercado, musical, teatro-pueblo.
66;2;12;2;bombero, soldado, doctor, maestro, enfermero, educador, forense, detective, criminóloga, director, presidente, orador, arquitecto, ingeniero-mecatrónico, ingeniero-biomédico, bioquímico, policía, pintor, actor, cantante, escritor, poeta, autor, psicólogo, secretaria, vicepresidente, licenciado-derecho, estilista, sociality.
66;4;12;2;forense, ingeniera-biomédica, licenciada-artes, criminología, veterinaria, soldado, política, oradora, maestra.
66;3;12;2;luz, agua, teléfono, gas, grande, cinco-habitaciones, dos-patios, sillón, alcoba, balcón, alberca, baño-por-habitación, sala-principal, cuarto-entretenimiento, televisión, cocina-grande, casa-mascota, ventilador, azul, rosa, verde, blanco, área-verde, parque-cerca, zona-segura, velador, pasillo-entrar.
66;5;12;2;bailar, leer, salir-amigo, sacar-papás, tener-fundación, ver-familia, lograr-lo-que-proponga.
66;6;12;2;alegre, sensible, risueño, participativo, inseguro, chiquito, amoroso, hiperactivo, parlanchín, espontáneo, líder, apoyo, competitivo, cercano-familia, diferente.
67;1;12;2;edificio, automóvil, persona, escuela, casa, contaminación, luz-artificial, radio, inernet, súpermercado, hotel, motel, robo, homicidio, secuestro, club, bar.
67;2;12;2;comerciante, enfermera, albañil, mecánico, electricista, médico, profesor, contador, abogado, policía, bombero, astronauta, químico, físico-teórico, chef, psiquiatra, agricultor, matemático, ingeniero, biólogo, prostituta, turismo.
67;4;12;2;chef, psiquiatra, probar-cama-lujo, bartender, recepcionista, abogada, escritora, forense, biológica, turismo, cine.
67;3;12;2;habitación, cama, sillón, luz, agua, gas, internet, cine, sala, recámara, comedor, cocina, mueble, biblioteca, baño, recibir, patio.
67;5;12;2;leer, escribir, tomar, ver-serie, hablar, cocinar, película, existir, pensar, lamentarme, vivir, viajar.
67;6;12;2;friki, raro, introvertido, loco, aburrido, gordo, feo, lgbt, sentimental, desconfiado, otaku, fujoshi, inteligente, buena-onda, perfeccionista
68;1;13;1;auto, camión, autobús, centro-atracción, gasolinera, casa, edificio, restaurante, calle, puente, bulevar, tráfico, súpermercado, tienda, construcción, estacionamiento, trabajar, terreno, jardín.
68;2;13;1;mangaka, arquitecto, diseñador-gráfico, dibujo, abogado, doctorado, licenciatura, policiaco, bombero, enfermera recepcionista, maestra, vendedor, empresario, chofer, oficinista.
68;4;13;1;mangaka, dueño, empleo-propio, medio tiempo.
68;3;13;1;dos-pisos, grande, cochera, camioneta, dos-baños, mascota, color-naranja, calle-tranquila, llevar-bien-vecino, cuarto-pasatiempo.
68;5;13;1;dibujar, leer-manga, ver-película, ver-serie, divertir.
68;6;13;1;mejor-dibujando, relaciona-amigo, alegre, feliz-aunque-dañado-dentro, reservo-emoción-profunda.
69;1;13;2;calle, auto, edificio, plaza, centro, árbol, casa, escuela, gente, carro, baño-público, carretera, salón.
69;2;13;2;doctor, abogado, enfermera, bombero, maestro.
69;4;13;2;doctorado, abogada, mecatrónica, ortodoncista, cocinera.
69;3;13;2;dos-pisos, mediana, azul, portón, cochera, balcón, perro, alberca, mueble, cuatro-cuartos, patio-grande, baño, bañera, cuarto-juego.
69;5;13;2;dormir, comer, pasear, cocinar.
69;6;13;2;alegre, distraído, desordenado, enojón, sensible, friolento, uso-lente, callado, risueño, único.
70;1;12;2;contaminación, árbol, centro, tienda, restaurante, escuela, carro, camión, nube, sol, casa, edificio, perro, gato, hotel, salón, ropa, heladería, mecánico.
70;2;12;2;medicina, mecánico, profesora, forense, criminólogo, dentista, estilista, locutor, comediante, cocinera, director, secretaria, fotógrafo, costurera, abogada.
70;4;12;2;doctora, dentista, veterinaria, chef, propia-empresa.
70;3;12;2;alberca, color-carne, ventana, seis-cuartos, cuatro-baños, juego, fuente, animal, dos-pisos, cocina-grande, cocinera, tres-autos, árbol-grande, clóset, palapa, zapato, maquillarse, lavandería.
70;5;12;2;platicar, porrista, tochito, natación, trabajar, ejercicio.
70;6;12;2;casi-no-inteligente, enojón, no-junto-niñas, junto-con-niños, alegre, chistoso, desesperado.
71;1;12;2;basura, carro, calle, casa, aire, agua, oxígeno, naturaleza, gasolinera, comida, tienda, ropa, sociedad, saltillo, organización, persona, planta, bicicleta, súpermercado, escuela, medicamento, doctor.
71;2;12;2;carpintero, doctor, enfermera, pintor, eléctrico, diseñador-gráfico, diseñador-moda, ingeniero-civil, abogada, maestra, cajera, jardinero, obrero, psicóloga, trabajar-agua, forense, policía, criminólogo, mecánico, comerciante, contador, entrenadora-atletismo.
71;4;12;2;cajera, diseñadora, maestra, acomodar-tienda, almacenista-cine, banco, demostradora, pintora, zapatería.
71;3;12;2;baño, alberca, dos-pisos, cinco-habitaciones, rosa, perro, jardín, grande, chimenea, cocina, ventana, puerta, cama, aseo-personal, carro, empleado, bonito, cuadro.
71;5;12;2;porrista, cocinar, estudiar, futbol, trabajar, pintar, comer, tener-familia, viajar.
71;6;12;2;trabajador, enojón, risueño, bonito, inteligente, creativo, alto, pelo-largo, platicador.
72;1;12;2;tránsito, gobernante, casa, edificio, pavimento, auto, escuela, universidad, ruido, marcha, desastre, oportunidad, luz, tráfico, alarma, grúa, familia, policía, tienda, cine, tecnología, electricidad, municipio, costumbre, comida, cultura.
72;2;12;2;profesor, enfermera, doctor, ingeniero, contador, arquitecto, ganadero, agricultor, licenciado, juez, secretaria, abogado, bombero, policía, soldado, diseñador, investigador, forense, embalsamador, psicólogo, ginecólogo, pediatra, oftalmólogo, pedicurista, administrador, senador, cirujano.
72;4;12;2;arquitecta, planeando, vendedora, ingeniera, profesora, contadora-banco, diseñadora, médico, ayudar, servidora, pediatra, diseñar.
72;3;12;2;amplia, limpia, vintage, acogedora, climatizada, negro, gris, cálida, cómoda, adornada, decorada, aromatizada, transparente, propia, esencial, estilo
72;5;12;2;leer, escuchar-música, bailar, ayudar, estudiar, jugar, ver-serie, ver-película, investigar, ver-luisito-comunica, alabar, orar, dormir, maquillar, escribir, cocinar, limpiar, cantar, ensayar.
72;6;12;2;inteligente, impaciente, empático, chaparro, dedicado, limpio, ordenando, risueño, dormilón, solidario, libre, sincero, atrevido, misterioso, expresivo.
73;1;12;2;carro, edificio, casa, tienda, mercado, restaurante, cine, gasolina, parque, museo, iglesia, plaza, tráfico, teatro, salón-fiesta, escuela, secundaria, kínder, prepa, cafetería, plaza-comercial.
73;2;12;2;doctor, bombero, cirujano, ingeniero, arquitecto, fotógrafo, maestro, policía, dentista, contador, abogado.
73;4;12;2;doctor, cirujana, ingeniero, abogado, fotógrafo, maestro, arquitecto, dentista.
73;3;12;2;grande, patio, alberca, cuarto-juego, cocina-grande, sala-grande, cuarto-grande, pasto, árbol, pino, flor.
73;5;12;2;jugar-mascota, leer, jugar-videojuegos, hornear, trabajo-social.
73;6;12;2;alto, alegre, moreno, chistoso, amable, estudioso, respetable, delgado, poco-peleonero, respondón-en-situación, feliz, paciente.
74;1;12;1;oveja, casita, edificio, no-gente, no-ruido, tranquila, vaca, carro, nube, soleado, juego, música, calma, grande, sencilla, misión, conocido, tokio, japón, manzana, amlo, limpia, dorada, ave, planta, animal, jardín, cafetería, educación, escuela.
74;2;12;1;químico, maestro, aburrido, vaquero, contador, mecánico, físico, doctor, licenciado, trabajador-construcción, excursión, músico, cirujano, pediatra, supervisor, astrónomo, gastrónomo, filósofo-teórico, religión, economía, escritor, poeta, arquitecto.
74;4;12;1;físico-teórico, físico-experimental, maestro, químico, mecánico, doctor, astrónomo, astrofísico, veterinario, espía, contador, youtuber, músico, cantante, motivador, escritor, filósofo, no-empleo, viajar, arquitecto, pintor, escultor, poeta, psicólogo, ingeniero-materiales, astronauta.
74;3;12;1;tranquilidad, grande, jardín, ave, bosque, montaña, calma, tapizada, relajada, no-gente, dos-conocidos, frío, nieve, blanca, oso, cisne, venado, acogedora, sencilla, no-común, dos-pisos.
74;5;12;1;cantante, músico, jardinero, peleador, constructor, escritor, protagonista, cocinero, bloguero, youtuber, viajar, pescar, caminar, estudiar, leer, jugar, crear, innovar, mirar, sentarme, meditar, yoga, ejercitar, autor, idioma, gritar, dar-vuelta, enseñar, platicar, dormir.
74;6;12;1;amigable, guapo, galán, inteligente, no-egocéntrico, amable, humilde, gentil, charlador, oyente, consejero, protagonista, justo, social, carismático, cariñoso, fiestero, bailador, alto, flaco, pensador, relajado, no-problemático, entusiasta, motivado, interesante, comunicador, calmado, frío
75;1;12;2;comunidad, comunicación-social, persona, gobernante, política, autoridad, edificio, casa, planta, carro, justicia, igualdad, tienda, súpermercado, ambiente, trabajo, educación.
75;2;12;2;pediatra, enfermera, doctor, maestro, ingeniero, artista, modelo, contador, mecánico, electricista, licenciado, abogado, médico, chef, diseñador
75;4;12;2;estilista, pediatra, pastelería, vender-ropa, restaurante, guardería, niñera.
75;3;12;2;grande, blanca, alberca, terraza, perro, fuente, árbol, ventana-cristal, balcón, sillón, mesa, silla, cama, tocador, bañera, escalera, patio, corredor, estufa, lavadora.
75;5;12;2;dormir, salir, ir-iglesia, caminar, correr, gimnasio, tomar-mucha-agua.
75;6;12;2;envidioso, poco-social, bajo, alegre, bipolar, enojón, amigable, sincero, directo, honesto.
76;1;12;2;edificio, casa, semáforo, escuela, tienda, auto, casa, perro, ato, televisión, teléfono, callejón, súpermercado, monterrey, árbol, puente, dulcería, arma, persona, libro, material.
76;2;12;2;gastronomía, medicina, carpintero, pintor, cantante, maestro, abogado, veterinario, mecánico, obrero, científico, director, jardinero, comerciante.
76;4;12;2;enfermera, abogada, veterinaria, chef, pintor, florista, comerciante, escritora.
76;3;12;2;perros, grande, bonito, negra, roja, sofá, pantalla, patio, cama, cocina, refrigerador, microondas, baño, cuarto, videojuegos, librero, libro, silla, mesa, foco, armario, gatos, ropero, ropa.
76;5;12;2;videojuegos, leer, dibujar, escribir, pasear, divertir, comprar, comer, película, video, correr, karate, arte-marcial, dormir, estudiar.
76;6;12;2;serio, enojón, alegre, sarcástico, amigable, antisocial, cariñoso, bipolar, extremo, divertido.
77;1;12;2;saltillo, monterrey, mazatlán, los-ángeles, león.
77;2;12;2;maestro, doctor, cirujano, veterinario, arquitecta, licenciada, educador, actor, modelo, fotógrafo, bombero, policía, soldado, pintor, enfermera.
77;4;12;2;maestra, educadora, doctora, veterinaria, enfermera, cirujana.
77;3;12;2;grande, dos-pisos, alfombrada, alberca, patio, cochera, planta.
77;5;12;2;bailar, nadar, cantar, correr, gimnasio, salir-amigo, ayudar-persona, ayudar-perro, ayudar-gato, viajar.
77;6;12;2;alegre, sensible, indeciso, no-sociable, cambio-humor, responsable, honesto, preocupón, nervioso.
78;1;12;2;Saltillo, casa, persona, centro, estatua, puesto, escuela, taller, niño, niña, trabajo, plaza, parque, museo, carro, transporte, aeropuerto, comida, hotel, animal, hospital.
78;2;12;2;comerciante, enfermera, albañil, mecánico, electricista, vendedor, médico, profesor, contador, chef, director, deportista, basurero, carpintero, tienda.
78;4;12;2;soldado, veterinario, deportista, montar-toro, maestro, albañil.
78;3;12;2;perro, alberca, blanca, auto, plantas, portón, decoración, cantina, sillón, cama, piso, techo, pared, dos-piso, lugar-fiesta, puerta, ventana, otro-perro, caballo, caballería.
78;5;12;2;pistear, deporte, salir, estudiar, ayudar, comer, cine, plaza, museo, restaurante, vacaciones.
78;6;12;2;feo, flaquito, diente-quebrado, bigote, 1.57, gusta-chocolate, no-gusta-peinarme.
79;1;12;2;carro, casa, galería, mall, catedral, árbol, persona, colorida, policía, hospital, comunicación, camión, tráiler, gasolinería, escuela, secundaria, joven, tienda, salón, banco.
79;2;12;2;policía, vendedor, enfermera, doctor, pediatra, veterinario, maestro, director, profesor, secretaria, licenciado, ingeniero, radiólogo, bombero, costurera, diseñador, modista, mecánico, cirujano, contadora.
79;4;12;2;futbolista, veterinaria, ingeniera, cirujana, licenciada, contadora, doctora, costurera, modista, diseñadora, enfermera.
79;3;12;2;tres-piso, blanca, sótano, cochera, alberca, balcón, grade, ventana, sala, cuarto, vestidor, bañera, silla, mesa.
79;5;12;2;soccer, ejercicio, familia pasear, viajar conocer, estudiar, practicar, inventar, dormir, televisión, netflix, casa, comprar, correr, caminar, mascota.
79;6;12;2;amigable, estudiosa, chaparrita, trabajadora, feliz, enojona, pensativa, bipolar, celosa, intento-cosas-salen, aferrada, dedicada, lista.
80;1;12;2;casa, edificio, plaza, hospital, escuela, arbusto, carretera, auto, empresa, agencia, universidad, mercado, centro, banco, recepción, tienda, heladería, gasolinera, lavado-auto, cine, mascota, letrero, puente.
80;2;12;2;arquitectura, maestría, ingeniería, mecatrónica, doctor, marinero, policía, comercio, chef, contador, astronauta, contratista, modelo, criminología, política.
80;4;12;2;arquitecta, gastronomía, ingeniería, comercio, robótica.
80;3;12;2;grande, habitable, cómoda, servicios, economía, plantas, jardín, oficina, televisión, estable, piscina, alberca, estado-familiar, hermoso, personas.
80;5;12;2;familia, amigo, trabajo, pasear, viajar, entrenar, fiesta, caminar, manejar, divertir, abuelos, cocinar, cine.
80;6;12;2;feliz, amigable, sociable, cooperativo, sincero, cariñoso, innovadora, creativo, positivo, simpática, enojón, sensible, generoso, soñador.
81;1;12;2;campo, ciudad, carro, edificio, puesto, persona, centro-salud, escuela, tienda, calle, semáforo, avión, plaza, comida, recurso-natural, autobús, aeropuerto, policía, bombero, tecnología, cosecha.
81;2;12;2;doctor, dentista, aviador, maestra, secretaria, veterinaria, arquitecta, ingeniera, ortodoncista, otorrinolaringólogo, enfermera, contador, decoradora, animadora, conductor, conductor-auto, locutor, poetista, escritor, niñera.
81;4;12;2;ingeniera, secretaria, jefa, arquitecta, decoradora, animadora, niñera, escritora, maestra.
81;3;12;2;luz-natural, cocina-bonita, mucha-habitación, limpia, tranquila, grande, blanca, hermosa, patio-grande, sala-hermosa, balcón, garage, protón, ventana-grande.
81;5;12;2;dibujar, dormir, cuidar-niño, estudiar-idioma, cocinar, pintar, crear, escribir, leer, bailar, cantar.
81;6;12;2;amigable, chistoso, peleonero, criticón, antisocial, malo-conmigo.
82;1;12;2;carro, fábrica, perro, gato, persona, moto, tienda, cdmx, basura, bote, cable, poste, cine, restaurante, peluquería, escuela, oficina.
82;2;12;2;maestra, arquitecta, doctora, coordinador, chef, licenciado, abogado, chofer, peluquería, policía, cartero, enfermero, granjero, soldado, mecánico, pintor, camarero, científico, juez, bombero, cantante, secretaria, fotógrafo, piloto, diseñadora.
82;4;12;2;maestra, licenciada, abogada, juez, directora, coordinador, peluquería, diseñadora, enfermera.
82;3;12;2;grande, amplia, alberca, patio, cancha, cocina, sala-grande, juegos, carros, cuarto-grande, jacuzzi.
82;5;12;2;viaje, salir, fiesta, descanso, familia, compra, diseñar, ejercicio, cocinar, lavar, trabajar, cuidar, recoger.
82;6;12;2;divertido, serio, chistoso, amable, bueno, educado, alto, moreno, honesta, enojón, amargado, risueño, sensible, claro, platicador, frío.
83;1;12;2;Canadá, París, Estados-Unidos, México, Londres, Nueva-York, Tokio, Japón, Indonesia, Chapultepec, Panamá, London.
83;2;12;2;contador, abogado, empresario, inversionista, arquitecto, maestro, doctor, veterinaria, policía, soldado.
83;4;12;2;abogada, doctora, arquitecta, empresaria, maestra, soldado.
83;3;12;2;grande, amplia colorida, Nueva-York.
83;5;12;2;salir, viajar, comer, dormir, caminar, ejercicio, visitar, convivir.
83;6;12;2;amorosa, simpática, odiosa, cariñosa, alegre, introvertida, llorona, amigable, curiosa.
84;1;12;1;parras.
84;2;12;1;arquitectura, forense.
84;4;12;1;arquitectura.
84;3;12;1;cancún, playa, agradable, bonita.
84;5;12;1;cuidar-hijos, pasear, comer, cine, playa.
84;6;12;1;amigable, envidioso, odioso.
85;1;12;1;calle, cafetería, edificio, casa, carro, museo, restaurante, escuela, secundaria, preparatoria, empresa, puente, fábrica, persona, mercado, gasolinera, parque.
85;2;12;1;profesor, director, bombero, policía, enfermero, cirujano, arquitecto, criminólogo, doctor, albañil, carpintero, agricultor, empresario, prefecto, vendedor, actor, cantante, estilista.
85;4;12;1;maestro, prefecto, director.
85;3;12;1;alta, larga, banca, bonita, baño, cama, sala, comedor, cocina, patio, alberca, ducha, televisión.
85;5;12;1;playa, salir, divertirme, trabajar, tomar, pasearme, descansar.
85;6;12;1;serio, amigable.
86;1;13;1;casa, edificio, escuela, centro-histórico, zona-verde, fábrica, señales-tránsito, comida, centro-deportivo, súpermercado, oficina, dinero, cuenta.
86;2;13;1;mecánico, arquitecto, maestro, director, bombero, policía, militar, vendedor-ambulante, especialista-máquina, sustemático, soldador, sastre, barber-master, estilista, químico, criminólogo, albañil.
86;4;13;1;chef, beisbol, futbol, maestro, barber-master, contador, soldador, electricista, mecánico, carpintero, doctor, enfermero, paramédico, técnico.
86;3;13;1;grande, dos-piso, cocina, sala, baño, centro-juego, patio, cuarto-visita, habitación, armario, jardinera, árbol, huerto.
86;5;13;1;televisión, jugar, leer, limpiar, armar-rompecabeza, monopoly, basta, videojuego, matemática, experimento, cocinar bailar, saltar, correr, deporte.
